"Station Name","LONDON CS"
"Province","ONTARIO"
"Latitude","43.03"
"Longitude","-81.15"
"Elevation","278.00"
"Climate Identifier","6144478"
"WMO Identifier","71622"
"TC Identifier","WSN"
"All times are specified in Local Standard Time (LST). Add 1 hour to adjust for Daylight Saving Time where and when it is observed."

"Legend"
"E","Estimated"
"M","Missing"
"NA","Not Available"

"Date/Time","Year","Month","Day","Time","Temp (°C)","Temp Flag","Dew Point Temp (°C)","Dew Point Temp Flag","Rel Hum (%)","Rel Hum Flag","Wind Dir (10s deg)","Wind Dir Flag","Wind Spd (km/h)","Wind Spd Flag","Visibility (km)","Visibility Flag","Stn Press (kPa)","Stn Press Flag","Hmdx","Hmdx Flag","Wind Chill","Wind Chill Flag","Weather"
"2016-05-01 00:00","2016","05","01","00:00","6.6","","4.3","","85","","","M","","M","","","98.32","","","","","","NA"
"2016-05-01 01:00","2016","05","01","01:00","6.6","","5.2","","91","","","M","","M","","","98.27","","","","","","NA"
"2016-05-01 02:00","2016","05","01","02:00","6.8","","5.8","","93","","","M","","M","","","98.21","","","","","","NA"
"2016-05-01 03:00","2016","05","01","03:00","7.0","","6.2","","94","","","M","","M","","","98.15","","","","","","NA"
"2016-05-01 04:00","2016","05","01","04:00","7.1","","6.2","","94","","","M","","M","","","97.98","","","","","","NA"
"2016-05-01 05:00","2016","05","01","05:00","7.5","","6.6","","94","","","M","","M","","","98.07","","","","","","NA"
"2016-05-01 06:00","2016","05","01","06:00","7.6","","6.7","","94","","","M","","M","","","98.01","","","","","","NA"
"2016-05-01 07:00","2016","05","01","07:00","8.0","","6.8","","93","","","M","","M","","","98.10","","","","","","NA"
"2016-05-01 08:00","2016","05","01","08:00","8.1","","7.0","","93","","","M","","M","","","98.12","","","","","","NA"
"2016-05-01 09:00","2016","05","01","09:00","8.7","","7.4","","92","","","M","","M","","","98.11","","","","","","NA"
"2016-05-01 10:00","2016","05","01","10:00","9.3","","7.9","","91","","","M","","M","","","98.15","","","","","","NA"
"2016-05-01 11:00","2016","05","01","11:00","9.5","","8.2","","92","","","M","","M","","","98.16","","","","","","NA"
"2016-05-01 12:00","2016","05","01","12:00","9.3","","7.8","","90","","","M","","M","","","98.18","","","","","","NA"
"2016-05-01 13:00","2016","05","01","13:00","10.1","","8.1","","87","","","M","","M","","","98.14","","","","","","NA"
"2016-05-01 14:00","2016","05","01","14:00","10.1","","7.4","","84","","","M","","M","","","98.21","","","","","","NA"
"2016-05-01 15:00","2016","05","01","15:00","9.8","","7.4","","85","","","M","","M","","","98.24","","","","","","NA"
"2016-05-01 16:00","2016","05","01","16:00","10.1","","7.4","","84","","","M","","M","","","98.22","","","","","","NA"
"2016-05-01 17:00","2016","05","01","17:00","10.2","","7.3","","82","","","M","","M","","","98.25","","","","","","NA"
"2016-05-01 18:00","2016","05","01","18:00","9.8","","7.3","","85","","","M","","M","","","98.26","","","","","","NA"
"2016-05-01 19:00","2016","05","01","19:00","9.6","","7.4","","86","","","M","","M","","","98.33","","","","","","NA"
"2016-05-01 20:00","2016","05","01","20:00","8.7","","7.9","","95","","","M","","M","","","98.35","","","","","","NA"
"2016-05-01 21:00","2016","05","01","21:00","8.2","","7.4","","95","","","M","","M","","","98.37","","","","","","NA"
"2016-05-01 22:00","2016","05","01","22:00","7.8","","7.0","","95","","","M","","M","","","98.36","","","","","","NA"
"2016-05-01 23:00","2016","05","01","23:00","7.7","","6.7","","93","","","M","","M","","","98.27","","","","","","NA"
"2016-05-02 00:00","2016","05","02","00:00","7.5","","6.3","","92","","","M","","M","","","98.19","","","","","","NA"
"2016-05-02 01:00","2016","05","02","01:00","7.5","","6.1","","91","","","M","","M","","","98.24","","","","","","NA"
"2016-05-02 02:00","2016","05","02","02:00","7.0","","5.7","","92","","","M","","M","","","98.12","","","","","","NA"
"2016-05-02 03:00","2016","05","02","03:00","6.7","","5.6","","93","","","M","","M","","","98.19","","","","","","NA"
"2016-05-02 04:00","2016","05","02","04:00","6.6","","5.7","","94","","","M","","M","","","98.18","","","","","","NA"
"2016-05-02 05:00","2016","05","02","05:00","6.4","","5.7","","95","","","M","","M","","","98.12","","","","","","NA"
"2016-05-02 06:00","2016","05","02","06:00","6.5","","5.6","","94","","","M","","M","","","98.08","","","","","","NA"
"2016-05-02 07:00","2016","05","02","07:00","6.8","","5.7","","93","","","M","","M","","","98.19","","","","","","NA"
"2016-05-02 08:00","2016","05","02","08:00","6.9","","5.5","","91","","","M","","M","","","98.23","","","","","","NA"
"2016-05-02 09:00","2016","05","02","09:00","7.9","","6.0","","88","","","M","","M","","","98.26","","","","","","NA"
"2016-05-02 10:00","2016","05","02","10:00","8.7","","6.2","","85","","","M","","M","","","98.32","","","","","","NA"
"2016-05-02 11:00","2016","05","02","11:00","9.9","","5.2","","72","","","M","","M","","","98.32","","","","","","NA"
"2016-05-02 12:00","2016","05","02","12:00","10.7","","4.8","","67","","","M","","M","","","98.29","","","","","","NA"
"2016-05-02 13:00","2016","05","02","13:00","11.0","","4.8","","66","","","M","","M","","","98.28","","","","","","NA"
"2016-05-02 14:00","2016","05","02","14:00","11.5","","4.2","","61","","","M","","M","","","98.28","","","","","","NA"
"2016-05-02 15:00","2016","05","02","15:00","11.7","","4.9","","63","","","M","","M","","","98.29","","","","","","NA"
"2016-05-02 16:00","2016","05","02","16:00","12.6","","4.7","","58","","","M","","M","","","98.26","","","","","","NA"
"2016-05-02 17:00","2016","05","02","17:00","12.6","","5.0","","60","","","M","","M","","","98.24","","","","","","NA"
"2016-05-02 18:00","2016","05","02","18:00","11.7","","5.1","","64","","","M","","M","","","98.22","","","","","","NA"
"2016-05-02 19:00","2016","05","02","19:00","10.6","","4.4","","66","","","M","","M","","","98.22","","","","","","NA"
"2016-05-02 20:00","2016","05","02","20:00","9.0","","4.5","","74","","","M","","M","","","98.23","","","","","","NA"
